----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 39% exposure, 58 km/hr windspeed
Sector: #60 85% exposure, 45 km/hr windspeed
Sector: #179 42% exposure, 45 km/hr windspeed
Sector: #449 49% exposure, 45 km/hr windspeed
Sector: #5 46% exposure, 45 km/hr windspeed
Sector: #68 74% exposure, 45 km/hr windspeed
Sector: #298 60% exposure, 45 km/hr windspeed
Sector: #271 56% exposure, 45 km/hr windspeed
Sector: #429 52% exposure, 45 km/hr windspeed
Sector: #159 34% exposure, 45 km/hr windspeed
Sector: #250 35% exposure, 45 km/hr windspeed
Sector: #179 92% exposure, 45 km/hr windspeed
Sector: #98 71% exposure, 45 km/hr windspeed
Sector: #352 30% exposure, 45 km/hr windspeed
Sector: #441 100% exposure, 45 km/hr windspeed
Sector: #2 41% exposure, 45 km/hr windspeed
Sector: #292 26% exposure, 45 km/hr windspeed
Sector: #132 70% exposure, 46 km/hr windspeed
Sector: #116 58% exposure, 46 km/hr windspeed
Sector: #386 26% exposure, 46 km/hr windspeed
Sector: #93 30% exposure, 46 km/hr windspeed
Sector: #179 99% exposure, 46 km/hr windspeed
Sector: #385 53% exposure, 46 km/hr windspeed
Sector: #292 37% exposure, 46 km/hr windspeed
Sector: #219 81% exposure, 46 km/hr windspeed
Sector: #189 62% exposure, 46 km/hr windspeed
Sector: #151 5% exposure, 46 km/hr windspeed
Sector: #301 46% exposure, 46 km/hr windspeed
Sector: #462 82% exposure, 46 km/hr windspeed
Sector: #385 34% exposure, 46 km/hr windspeed
Sector: #196 88% exposure, 46 km/hr windspeed
Sector: #205 49% exposure, 46 km/hr windspeed
Sector: #181 78% exposure, 46 km/hr windspeed
Sector: #438 60% exposure, 46 km/hr windspeed
Sector: #6 20% exposure, 46 km/hr windspeed
Sector: #199 21% exposure, 47 km/hr windspeed
Sector: #236 98% exposure, 47 km/hr windspeed
Sector: #464 27% exposure, 47 km/hr windspeed
Sector: #444 17% exposure, 47 km/hr windspeed
Sector: #280 50% exposure, 47 km/hr windspeed
Sector: #471 44% exposure, 47 km/hr windspeed
Sector: #257 27% exposure, 47 km/hr windspeed
Sector: #118 50% exposure, 47 km/hr windspeed
Sector: #231 7% exposure, 48 km/hr windspeed
Sector: #90 8% exposure, 48 km/hr windspeed
Sector: #437 78% exposure, 48 km/hr windspeed
Sector: #447 26% exposure, 48 km/hr windspeed
Sector: #121 25% exposure, 48 km/hr windspeed
Sector: #424 73% exposure, 48 km/hr windspeed
Sector: #373 26% exposure, 48 km/hr windspeed
Sector: #14 45% exposure, 48 km/hr windspeed
Sector: #399 36% exposure, 49 km/hr windspeed
Sector: #427 44% exposure, 49 km/hr windspeed
Sector: #314 57% exposure, 49 km/hr windspeed
Sector: #49 28% exposure, 49 km/hr windspeed
Sector: #33 6% exposure, 49 km/hr windspeed
Sector: #489 61% exposure, 49 km/hr windspeed
Sector: #99 72% exposure, 49 km/hr windspeed
Sector: #366 93% exposure, 49 km/hr windspeed
Sector: #209 53% exposure, 49 km/hr windspeed
Sector: #253 94% exposure, 49 km/hr windspeed
Sector: #398 76% exposure, 49 km/hr windspeed
Sector: #43 58% exposure, 50 km/hr windspeed
Sector: #96 85% exposure, 50 km/hr windspeed
Sector: #189 16% exposure, 50 km/hr windspeed
Sector: #371 37% exposure, 50 km/hr windspeed
Sector: #206 35% exposure, 50 km/hr windspeed
Sector: #99 40% exposure, 50 km/hr windspeed
Sector: #386 80% exposure, 50 km/hr windspeed
Sector: #390 89% exposure, 50 km/hr windspeed
Sector: #50 63% exposure, 50 km/hr windspeed
Sector: #322 93% exposure, 50 km/hr windspeed
Sector: #153 12% exposure, 51 km/hr windspeed
Sector: #91 45% exposure, 51 km/hr windspeed
Sector: #142 5% exposure, 51 km/hr windspeed
Sector: #237 75% exposure, 51 km/hr windspeed
Sector: #422 90% exposure, 51 km/hr windspeed
Sector: #346 23% exposure, 51 km/hr windspeed
Sector: #474 40% exposure, 51 km/hr windspeed
Sector: #383 59% exposure, 52 km/hr windspeed
Sector: #405 72% exposure, 52 km/hr windspeed
Sector: #394 84% exposure, 52 km/hr windspeed
Sector: #499 4% exposure, 53 km/hr windspeed
Sector: #168 21% exposure, 53 km/hr windspeed
Sector: #495 80% exposure, 53 km/hr windspeed
Sector: #39 59% exposure, 53 km/hr windspeed
Sector: #127 89% exposure, 53 km/hr windspeed
Sector: #234 98% exposure, 53 km/hr windspeed
Sector: #473 76% exposure, 53 km/hr windspeed
Sector: #270 44% exposure, 53 km/hr windspeed
Sector: #280 97% exposure, 53 km/hr windspeed
Sector: #394 88% exposure, 54 km/hr windspeed
Sector: #374 52% exposure, 54 km/hr windspeed
Sector: #372 100% exposure, 54 km/hr windspeed
Sector: #348 9% exposure, 54 km/hr windspeed
Sector: #178 7% exposure, 54 km/hr windspeed
Sector: #253 29% exposure, 54 km/hr windspeed
Sector: #90 55% exposure, 54 km/hr windspeed
Sector: #448 43% exposure, 54 km/hr windspeed
Sector: #282 70% exposure, 54 km/hr windspeed
Sector: #405 90% exposure, 55 km/hr windspeed
Sector: #112 48% exposure, 55 km/hr windspeed
Sector: #304 36% exposure, 55 km/hr windspeed
Sector: #84 1% exposure, 55 km/hr windspeed
Sector: #152 91% exposure, 55 km/hr windspeed
Sector: #275 51% exposure, 55 km/hr windspeed
Sector: #40 6% exposure, 55 km/hr windspeed
Sector: #366 65% exposure, 56 km/hr windspeed
Sector: #409 45% exposure, 56 km/hr windspeed
Sector: #19 26% exposure, 56 km/hr windspeed
Sector: #69 12% exposure, 56 km/hr windspeed
Sector: #99 64% exposure, 57 km/hr windspeed
Sector: #216 4% exposure, 57 km/hr windspeed
Sector: #337 25% exposure, 57 km/hr windspeed
Sector: #52 69% exposure, 57 km/hr windspeed
Sector: #366 65% exposure, 57 km/hr windspeed
Sector: #478 97% exposure, 57 km/hr windspeed
Sector: #467 96% exposure, 57 km/hr windspeed
Sector: #157 14% exposure, 57 km/hr windspeed
Sector: #155 23% exposure, 57 km/hr windspeed
Sector: #394 40% exposure, 57 km/hr windspeed
Sector: #289 70% exposure, 57 km/hr windspeed
Sector: #278 15% exposure, 57 km/hr windspeed
Sector: #403 23% exposure, 57 km/hr windspeed
Sector: #263 81% exposure, 58 km/hr windspeed
Sector: #231 10% exposure, 58 km/hr windspeed
Sector: #1 39% exposure, 58 km/hr windspeed
Sector: #79 60% exposure, 58 km/hr windspeed
Sector: #155 74% exposure, 58 km/hr windspeed
Sector: #224 74% exposure, 58 km/hr windspeed
Sector: #338 85% exposure, 58 km/hr windspeed
Sector: #28 67% exposure, 58 km/hr windspeed
Sector: #63 38% exposure, 58 km/hr windspeed
Sector: #337 62% exposure, 59 km/hr windspeed
Sector: #412 81% exposure, 59 km/hr windspeed
Sector: #488 61% exposure, 60 km/hr windspeed
Sector: #49 38% exposure, 60 km/hr windspeed
Sector: #380 5% exposure, 60 km/hr windspeed
Sector: #482 72% exposure, 60 km/hr windspeed
Sector: #143 44% exposure, 60 km/hr windspeed
Sector: #278 27% exposure, 60 km/hr windspeed
Sector: #86 52% exposure, 60 km/hr windspeed
Sector: #381 59% exposure, 61 km/hr windspeed
Sector: #326 25% exposure, 61 km/hr windspeed
Sector: #235 44% exposure, 61 km/hr windspeed
Sector: #461 12% exposure, 61 km/hr windspeed
Sector: #337 74% exposure, 61 km/hr windspeed
Sector: #330 29% exposure, 62 km/hr windspeed
Sector: #295 59% exposure, 62 km/hr windspeed
Sector: #108 97% exposure, 62 km/hr windspeed
Sector: #401 81% exposure, 62 km/hr windspeed
Sector: #91 79% exposure, 62 km/hr windspeed
Sector: #456 35% exposure, 62 km/hr windspeed
Sector: #447 14% exposure, 63 km/hr windspeed
Sector: #64 35% exposure, 63 km/hr windspeed
Sector: #287 68% exposure, 64 km/hr windspeed
Sector: #455 57% exposure, 64 km/hr windspeed
Sector: #99 63% exposure, 65 km/hr windspeed
Sector: #92 51% exposure, 65 km/hr windspeed
Sector: #136 26% exposure, 65 km/hr windspeed
Sector: #337 39% exposure, 66 km/hr windspeed
Sector: #113 43% exposure, 66 km/hr windspeed
Sector: #51 78% exposure, 67 km/hr windspeed
Sector: #47 50% exposure, 67 km/hr windspeed
Sector: #455 93% exposure, 67 km/hr windspeed
Sector: #426 84% exposure, 69 km/hr windspeed
Sector: #102 82% exposure, 69 km/hr windspeed
Sector: #18 31% exposure, 70 km/hr windspeed
Sector: #161 8% exposure, 70 km/hr windspeed
----------------------------------------------------------------------
Averages per sector
----------------------------------------------------------------------
Sector: #1 54% exposure, 37 km/hr windspeed
Sector: #2 49% exposure, 33 km/hr windspeed
Sector: #3 26% exposure, 27 km/hr windspeed
Sector: #4 51% exposure, 14 km/hr windspeed
Sector: #5 31% exposure, 33 km/hr windspeed
Sector: #6 52% exposure, 23 km/hr windspeed
Sector: #7 62% exposure, 25 km/hr windspeed
Sector: #8 92% exposure, 10 km/hr windspeed
Sector: #9 58% exposure, 14 km/hr windspeed
Sector: #10 16% exposure, 16 km/hr windspeed
Sector: #11 59% exposure, 22 km/hr windspeed
Sector: #12 40% exposure, 12 km/hr windspeed
Sector: #13 66% exposure, 29 km/hr windspeed
Sector: #14 54% exposure, 27 km/hr windspeed
Sector: #15 38% exposure, 25 km/hr windspeed
Sector: #16  -- no data -- 
Sector: #17 83% exposure, 29 km/hr windspeed
Sector: #18 47% exposure, 42 km/hr windspeed
Sector: #19 38% exposure, 28 km/hr windspeed
Sector: #20 10% exposure, 10 km/hr windspeed
Sector: #21 45% exposure, 18 km/hr windspeed
Sector: #22 34% exposure, 21 km/hr windspeed
Sector: #23 12% exposure, 29 km/hr windspeed
Sector: #24 27% exposure, 26 km/hr windspeed
Sector: #25  -- no data -- 
Sector: #26 76% exposure, 16 km/hr windspeed
Sector: #27 24% exposure, 35 km/hr windspeed
Sector: #28 53% exposure, 34 km/hr windspeed
Sector: #29 74% exposure, 28 km/hr windspeed
Sector: #30  -- no data -- 
Sector: #31  -- no data -- 
Sector: #32 28% exposure, 26 km/hr windspeed
Sector: #33 6% exposure, 49 km/hr windspeed
Sector: #34 53% exposure, 30 km/hr windspeed
Sector: #35 59% exposure, 12 km/hr windspeed
Sector: #36 43% exposure, 22 km/hr windspeed
Sector: #37 53% exposure, 34 km/hr windspeed
Sector: #38 57% exposure, 19 km/hr windspeed
Sector: #39 72% exposure, 29 km/hr windspeed
Sector: #40 6% exposure, 55 km/hr windspeed
Sector: #41 51% exposure, 28 km/hr windspeed
Sector: #42 31% exposure, 25 km/hr windspeed
Sector: #43 69% exposure, 27 km/hr windspeed
Sector: #44 24% exposure, 42 km/hr windspeed
Sector: #45 59% exposure, 25 km/hr windspeed
Sector: #46 23% exposure, 26 km/hr windspeed
Sector: #47 50% exposure, 67 km/hr windspeed
Sector: #48 52% exposure, 38 km/hr windspeed
Sector: #49 33% exposure, 54 km/hr windspeed
Sector: #50 49% exposure, 17 km/hr windspeed
Sector: #51 58% exposure, 36 km/hr windspeed
Sector: #52 73% exposure, 45 km/hr windspeed
Sector: #53 84% exposure, 26 km/hr windspeed
Sector: #54 55% exposure, 31 km/hr windspeed
Sector: #55  -- no data -- 
Sector: #56 39% exposure, 20 km/hr windspeed
Sector: #57 69% exposure, 29 km/hr windspeed
Sector: #58 57% exposure, 25 km/hr windspeed
Sector: #59 48% exposure, 9 km/hr windspeed
Sector: #60 85% exposure, 45 km/hr windspeed
Sector: #61 39% exposure, 30 km/hr windspeed
Sector: #62  -- no data -- 
Sector: #63 44% exposure, 40 km/hr windspeed
Sector: #64 51% exposure, 44 km/hr windspeed
Sector: #65 30% exposure, 20 km/hr windspeed
Sector: #66 55% exposure, 31 km/hr windspeed
Sector: #67 47% exposure, 32 km/hr windspeed
Sector: #68 42% exposure, 39 km/hr windspeed
Sector: #69 29% exposure, 28 km/hr windspeed
Sector: #70 38% exposure, 13 km/hr windspeed
Sector: #71 43% exposure, 27 km/hr windspeed
Sector: #72 86% exposure, 33 km/hr windspeed
Sector: #73  -- no data -- 
Sector: #74 23% exposure, 15 km/hr windspeed
Sector: #75 52% exposure, 19 km/hr windspeed
Sector: #76 42% exposure, 28 km/hr windspeed
Sector: #77 3% exposure, 27 km/hr windspeed
Sector: #78 32% exposure, 16 km/hr windspeed
Sector: #79 51% exposure, 33 km/hr windspeed
Sector: #80 26% exposure, 38 km/hr windspeed
Sector: #81 92% exposure, 14 km/hr windspeed
Sector: #82 54% exposure, 23 km/hr windspeed
Sector: #83 53% exposure, 25 km/hr windspeed
Sector: #84 1% exposure, 55 km/hr windspeed
Sector: #85  -- no data -- 
Sector: #86 32% exposure, 45 km/hr windspeed
Sector: #87 59% exposure, 38 km/hr windspeed
Sector: #88 13% exposure, 25 km/hr windspeed
Sector: #89 9% exposure, 27 km/hr windspeed
Sector: #90 49% exposure, 41 km/hr windspeed
Sector: #91 69% exposure, 44 km/hr windspeed
Sector: #92 26% exposure, 38 km/hr windspeed
Sector: #93 37% exposure, 35 km/hr windspeed
Sector: #94 65% exposure, 23 km/hr windspeed
Sector: #95 51% exposure, 26 km/hr windspeed
Sector: #96 70% exposure, 29 km/hr windspeed
Sector: #97 99% exposure, 42 km/hr windspeed
Sector: #98 65% exposure, 25 km/hr windspeed
Sector: #99 57% exposure, 47 km/hr windspeed
Sector: #100  -- no data -- 
Sector: #101 30% exposure, 5 km/hr windspeed
Sector: #102 63% exposure, 40 km/hr windspeed
Sector: #103  -- no data -- 
Sector: #104 62% exposure, 29 km/hr windspeed
Sector: #105 33% exposure, 13 km/hr windspeed
Sector: #106 66% exposure, 10 km/hr windspeed
Sector: #107 34% exposure, 31 km/hr windspeed
Sector: #108 42% exposure, 23 km/hr windspeed
Sector: #109 29% exposure, 17 km/hr windspeed
Sector: #110 14% exposure, 17 km/hr windspeed
Sector: #111  -- no data -- 
Sector: #112 52% exposure, 35 km/hr windspeed
Sector: #113 43% exposure, 66 km/hr windspeed
Sector: #114 93% exposure, 37 km/hr windspeed
Sector: #115 86% exposure, 12 km/hr windspeed
Sector: #116 52% exposure, 25 km/hr windspeed
Sector: #117 52% exposure, 13 km/hr windspeed
Sector: #118 58% exposure, 20 km/hr windspeed
Sector: #119 44% exposure, 26 km/hr windspeed
Sector: #120 51% exposure, 38 km/hr windspeed
Sector: #121 27% exposure, 34 km/hr windspeed
Sector: #122 10% exposure, 11 km/hr windspeed
Sector: #123  -- no data -- 
Sector: #124  -- no data -- 
Sector: #125 69% exposure, 25 km/hr windspeed
Sector: #126 66% exposure, 15 km/hr windspeed
Sector: #127 89% exposure, 53 km/hr windspeed
Sector: #128 40% exposure, 38 km/hr windspeed
Sector: #129 55% exposure, 15 km/hr windspeed
Sector: #130  -- no data -- 
Sector: #131  -- no data -- 
Sector: #132 45% exposure, 35 km/hr windspeed
Sector: #133  -- no data -- 
Sector: #134  -- no data -- 
Sector: #135 42% exposure, 35 km/hr windspeed
Sector: #136 35% exposure, 35 km/hr windspeed
Sector: #137  -- no data -- 
Sector: #138 28% exposure, 40 km/hr windspeed
Sector: #139 23% exposure, 37 km/hr windspeed
Sector: #140 64% exposure, 20 km/hr windspeed
Sector: #141 65% exposure, 24 km/hr windspeed
Sector: #142 38% exposure, 43 km/hr windspeed
Sector: #143 67% exposure, 45 km/hr windspeed
Sector: #144  -- no data -- 
Sector: #145 15% exposure, 20 km/hr windspeed
Sector: #146 49% exposure, 22 km/hr windspeed
Sector: #147 80% exposure, 21 km/hr windspeed
Sector: #148 50% exposure, 24 km/hr windspeed
Sector: #149 87% exposure, 42 km/hr windspeed
Sector: #150 13% exposure, 15 km/hr windspeed
Sector: #151 55% exposure, 26 km/hr windspeed
Sector: #152 59% exposure, 35 km/hr windspeed
Sector: #153 44% exposure, 33 km/hr windspeed
Sector: #154 20% exposure, 8 km/hr windspeed
Sector: #155 34% exposure, 47 km/hr windspeed
Sector: #156 51% exposure, 11 km/hr windspeed
Sector: #157 27% exposure, 36 km/hr windspeed
Sector: #158 38% exposure, 17 km/hr windspeed
Sector: #159 34% exposure, 35 km/hr windspeed
Sector: #160 48% exposure, 31 km/hr windspeed
Sector: #161 4% exposure, 47 km/hr windspeed
Sector: #162 86% exposure, 25 km/hr windspeed
Sector: #163 31% exposure, 31 km/hr windspeed
Sector: #164 40% exposure, 11 km/hr windspeed
Sector: #165 31% exposure, 14 km/hr windspeed
Sector: #166 9% exposure, 33 km/hr windspeed
Sector: #167 41% exposure, 34 km/hr windspeed
Sector: #168 58% exposure, 35 km/hr windspeed
Sector: #169  -- no data -- 
Sector: #170  -- no data -- 
Sector: #171  -- no data -- 
Sector: #172 83% exposure, 3 km/hr windspeed
Sector: #173 56% exposure, 27 km/hr windspeed
Sector: #174 47% exposure, 28 km/hr windspeed
Sector: #175 48% exposure, 22 km/hr windspeed
Sector: #176 47% exposure, 24 km/hr windspeed
Sector: #177 87% exposure, 22 km/hr windspeed
Sector: #178 7% exposure, 54 km/hr windspeed
Sector: #179 68% exposure, 34 km/hr windspeed
Sector: #180 14% exposure, 4 km/hr windspeed
Sector: #181 78% exposure, 46 km/hr windspeed
Sector: #182 27% exposure, 14 km/hr windspeed
Sector: #183  -- no data -- 
Sector: #184  -- no data -- 
Sector: #185 58% exposure, 13 km/hr windspeed
Sector: #186 81% exposure, 13 km/hr windspeed
Sector: #187 15% exposure, 21 km/hr windspeed
Sector: #188 18% exposure, 27 km/hr windspeed
Sector: #189 32% exposure, 28 km/hr windspeed
Sector: #190 43% exposure, 28 km/hr windspeed
Sector: #191 89% exposure, 11 km/hr windspeed
Sector: #192 59% exposure, 19 km/hr windspeed
Sector: #193 40% exposure, 23 km/hr windspeed
Sector: #194 44% exposure, 26 km/hr windspeed
Sector: #195  -- no data -- 
Sector: #196 68% exposure, 43 km/hr windspeed
Sector: #197 46% exposure, 37 km/hr windspeed
Sector: #198 92% exposure, 12 km/hr windspeed
Sector: #199 14% exposure, 37 km/hr windspeed
Sector: #200 14% exposure, 28 km/hr windspeed
Sector: #201 30% exposure, 33 km/hr windspeed
Sector: #202  -- no data -- 
Sector: #203 44% exposure, 26 km/hr windspeed
Sector: #204 63% exposure, 16 km/hr windspeed
Sector: #205 49% exposure, 46 km/hr windspeed
Sector: #206 21% exposure, 29 km/hr windspeed
Sector: #207 25% exposure, 16 km/hr windspeed
Sector: #208 51% exposure, 40 km/hr windspeed
Sector: #209 52% exposure, 40 km/hr windspeed
Sector: #210 38% exposure, 27 km/hr windspeed
Sector: #211 60% exposure, 29 km/hr windspeed
Sector: #212 49% exposure, 20 km/hr windspeed
Sector: #213 64% exposure, 23 km/hr windspeed
Sector: #214 59% exposure, 18 km/hr windspeed
Sector: #215 61% exposure, 16 km/hr windspeed
Sector: #216 46% exposure, 31 km/hr windspeed
Sector: #217 56% exposure, 28 km/hr windspeed
Sector: #218 42% exposure, 27 km/hr windspeed
Sector: #219 53% exposure, 24 km/hr windspeed
Sector: #220  -- no data -- 
Sector: #221  -- no data -- 
Sector: #222 61% exposure, 34 km/hr windspeed
Sector: #223 21% exposure, 39 km/hr windspeed
Sector: #224 74% exposure, 58 km/hr windspeed
Sector: #225 58% exposure, 16 km/hr windspeed
Sector: #226 64% exposure, 14 km/hr windspeed
Sector: #227 46% exposure, 29 km/hr windspeed
Sector: #228 77% exposure, 25 km/hr windspeed
Sector: #229 5% exposure, 15 km/hr windspeed
Sector: #230 46% exposure, 20 km/hr windspeed
Sector: #231 11% exposure, 45 km/hr windspeed
Sector: #232 53% exposure, 10 km/hr windspeed
Sector: #233  -- no data -- 
Sector: #234 49% exposure, 37 km/hr windspeed
Sector: #235 48% exposure, 30 km/hr windspeed
Sector: #236 53% exposure, 29 km/hr windspeed
Sector: #237 67% exposure, 47 km/hr windspeed
Sector: #238 29% exposure, 31 km/hr windspeed
Sector: #239  -- no data -- 
Sector: #240 53% exposure, 22 km/hr windspeed
Sector: #241 38% exposure, 10 km/hr windspeed
Sector: #242  -- no data -- 
Sector: #243 54% exposure, 9 km/hr windspeed
Sector: #244 71% exposure, 23 km/hr windspeed
Sector: #245  -- no data -- 
Sector: #246 66% exposure, 23 km/hr windspeed
Sector: #247 51% exposure, 16 km/hr windspeed
Sector: #248 38% exposure, 33 km/hr windspeed
Sector: #249 70% exposure, 9 km/hr windspeed
Sector: #250 20% exposure, 43 km/hr windspeed
Sector: #251  -- no data -- 
Sector: #252 8% exposure, 38 km/hr windspeed
Sector: #253 61% exposure, 51 km/hr windspeed
Sector: #254 55% exposure, 20 km/hr windspeed
Sector: #255 42% exposure, 24 km/hr windspeed
Sector: #256  -- no data -- 
Sector: #257 27% exposure, 47 km/hr windspeed
Sector: #258 68% exposure, 18 km/hr windspeed
Sector: #259 61% exposure, 15 km/hr windspeed
Sector: #260 47% exposure, 11 km/hr windspeed
Sector: #261 53% exposure, 17 km/hr windspeed
Sector: #262  -- no data -- 
Sector: #263 52% exposure, 30 km/hr windspeed
Sector: #264 8% exposure, 7 km/hr windspeed
Sector: #265 78% exposure, 30 km/hr windspeed
Sector: #266 13% exposure, 34 km/hr windspeed
Sector: #267 47% exposure, 31 km/hr windspeed
Sector: #268  -- no data -- 
Sector: #269  -- no data -- 
Sector: #270 18% exposure, 34 km/hr windspeed
Sector: #271 73% exposure, 40 km/hr windspeed
Sector: #272 63% exposure, 25 km/hr windspeed
Sector: #273 52% exposure, 14 km/hr windspeed
Sector: #274 77% exposure, 18 km/hr windspeed
Sector: #275 51% exposure, 55 km/hr windspeed
Sector: #276 44% exposure, 20 km/hr windspeed
Sector: #277 80% exposure, 22 km/hr windspeed
Sector: #278 21% exposure, 58 km/hr windspeed
Sector: #279 24% exposure, 5 km/hr windspeed
Sector: #280 73% exposure, 50 km/hr windspeed
Sector: #281 97% exposure, 35 km/hr windspeed
Sector: #282 44% exposure, 35 km/hr windspeed
Sector: #283 60% exposure, 22 km/hr windspeed
Sector: #284 15% exposure, 12 km/hr windspeed
Sector: #285 75% exposure, 19 km/hr windspeed
Sector: #286 69% exposure, 12 km/hr windspeed
Sector: #287 68% exposure, 64 km/hr windspeed
Sector: #288 80% exposure, 16 km/hr windspeed
Sector: #289 69% exposure, 40 km/hr windspeed
Sector: #290 70% exposure, 21 km/hr windspeed
Sector: #291 36% exposure, 35 km/hr windspeed
Sector: #292 31% exposure, 45 km/hr windspeed
Sector: #293 60% exposure, 41 km/hr windspeed
Sector: #294 13% exposure, 28 km/hr windspeed
Sector: #295 39% exposure, 48 km/hr windspeed
Sector: #296 38% exposure, 40 km/hr windspeed
Sector: #297 44% exposure, 21 km/hr windspeed
Sector: #298 51% exposure, 27 km/hr windspeed
Sector: #299 33% exposure, 22 km/hr windspeed
Sector: #300  -- no data -- 
Sector: #301 55% exposure, 25 km/hr windspeed
Sector: #302 40% exposure, 43 km/hr windspeed
Sector: #303 35% exposure, 17 km/hr windspeed
Sector: #304 45% exposure, 35 km/hr windspeed
Sector: #305 42% exposure, 11 km/hr windspeed
Sector: #306  -- no data -- 
Sector: #307 76% exposure, 25 km/hr windspeed
Sector: #308 4% exposure, 27 km/hr windspeed
Sector: #309  -- no data -- 
Sector: #310  -- no data -- 
Sector: #311 54% exposure, 24 km/hr windspeed
Sector: #312 100% exposure, 23 km/hr windspeed
Sector: #313 37% exposure, 22 km/hr windspeed
Sector: #314 57% exposure, 23 km/hr windspeed
Sector: #315 61% exposure, 35 km/hr windspeed
Sector: #316 70% exposure, 18 km/hr windspeed
Sector: #317 13% exposure, 7 km/hr windspeed
Sector: #318 11% exposure, 35 km/hr windspeed
Sector: #319 22% exposure, 2 km/hr windspeed
Sector: #320 50% exposure, 9 km/hr windspeed
Sector: #321 77% exposure, 9 km/hr windspeed
Sector: #322 53% exposure, 22 km/hr windspeed
Sector: #323  -- no data -- 
Sector: #324  -- no data -- 
Sector: #325 26% exposure, 30 km/hr windspeed
Sector: #326 19% exposure, 50 km/hr windspeed
Sector: #327 63% exposure, 28 km/hr windspeed
Sector: #328 81% exposure, 13 km/hr windspeed
Sector: #329  -- no data -- 
Sector: #330 50% exposure, 40 km/hr windspeed
Sector: #331 15% exposure, 19 km/hr windspeed
Sector: #332 57% exposure, 20 km/hr windspeed
Sector: #333 17% exposure, 11 km/hr windspeed
Sector: #334 72% exposure, 19 km/hr windspeed
Sector: #335  -- no data -- 
Sector: #336 54% exposure, 12 km/hr windspeed
Sector: #337 49% exposure, 45 km/hr windspeed
Sector: #338 91% exposure, 30 km/hr windspeed
Sector: #339 61% exposure, 29 km/hr windspeed
Sector: #340 95% exposure, 30 km/hr windspeed
Sector: #341 44% exposure, 8 km/hr windspeed
Sector: #342 59% exposure, 4 km/hr windspeed
Sector: #343 53% exposure, 17 km/hr windspeed
Sector: #344 52% exposure, 23 km/hr windspeed
Sector: #345 97% exposure, 16 km/hr windspeed
Sector: #346 51% exposure, 39 km/hr windspeed
Sector: #347  -- no data -- 
Sector: #348 40% exposure, 29 km/hr windspeed
Sector: #349 11% exposure, 36 km/hr windspeed
Sector: #350 29% exposure, 28 km/hr windspeed
Sector: #351  -- no data -- 
Sector: #352 44% exposure, 21 km/hr windspeed
Sector: #353 69% exposure, 29 km/hr windspeed
Sector: #354 97% exposure, 26 km/hr windspeed
Sector: #355 89% exposure, 14 km/hr windspeed
Sector: #356 1% exposure, 31 km/hr windspeed
Sector: #357 40% exposure, 31 km/hr windspeed
Sector: #358 48% exposure, 27 km/hr windspeed
Sector: #359 6% exposure, 26 km/hr windspeed
Sector: #360 66% exposure, 4 km/hr windspeed
Sector: #361  -- no data -- 
Sector: #362 68% exposure, 18 km/hr windspeed
Sector: #363 46% exposure, 17 km/hr windspeed
Sector: #364 72% exposure, 18 km/hr windspeed
Sector: #365 59% exposure, 23 km/hr windspeed
Sector: #366 58% exposure, 36 km/hr windspeed
Sector: #367  -- no data -- 
Sector: #368 41% exposure, 12 km/hr windspeed
Sector: #369 76% exposure, 25 km/hr windspeed
Sector: #370 3% exposure, 39 km/hr windspeed
Sector: #371 32% exposure, 28 km/hr windspeed
Sector: #372 74% exposure, 30 km/hr windspeed
Sector: #373 29% exposure, 32 km/hr windspeed
Sector: #374 40% exposure, 32 km/hr windspeed
Sector: #375  -- no data -- 
Sector: #376 25% exposure, 27 km/hr windspeed
Sector: #377 87% exposure, 36 km/hr windspeed
Sector: #378 81% exposure, 10 km/hr windspeed
Sector: #379  -- no data -- 
Sector: #380 39% exposure, 41 km/hr windspeed
Sector: #381 72% exposure, 35 km/hr windspeed
Sector: #382 61% exposure, 42 km/hr windspeed
Sector: #383 69% exposure, 24 km/hr windspeed
Sector: #384 44% exposure, 23 km/hr windspeed
Sector: #385 52% exposure, 25 km/hr windspeed
Sector: #386 52% exposure, 29 km/hr windspeed
Sector: #387 62% exposure, 16 km/hr windspeed
Sector: #388 67% exposure, 22 km/hr windspeed
Sector: #389 28% exposure, 24 km/hr windspeed
Sector: #390 38% exposure, 21 km/hr windspeed
Sector: #391 68% exposure, 40 km/hr windspeed
Sector: #392 51% exposure, 26 km/hr windspeed
Sector: #393 60% exposure, 31 km/hr windspeed
Sector: #394 61% exposure, 39 km/hr windspeed
Sector: #395  -- no data -- 
Sector: #396 58% exposure, 10 km/hr windspeed
Sector: #397 63% exposure, 17 km/hr windspeed
Sector: #398 83% exposure, 26 km/hr windspeed
Sector: #399 40% exposure, 45 km/hr windspeed
Sector: #400 31% exposure, 8 km/hr windspeed
Sector: #401 80% exposure, 32 km/hr windspeed
Sector: #402 54% exposure, 33 km/hr windspeed
Sector: #403 58% exposure, 25 km/hr windspeed
Sector: #404 40% exposure, 42 km/hr windspeed
Sector: #405 69% exposure, 49 km/hr windspeed
Sector: #406 44% exposure, 31 km/hr windspeed
Sector: #407 34% exposure, 24 km/hr windspeed
Sector: #408 49% exposure, 20 km/hr windspeed
Sector: #409 59% exposure, 40 km/hr windspeed
