----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 35% exposure, 58 km/hr windspeed
Sector: #154 95% exposure, 21 km/hr windspeed
Sector: #154 15% exposure, 70 km/hr windspeed
Sector: #154 13% exposure, 35 km/hr windspeed
Sector: #154 63% exposure, 24 km/hr windspeed
Sector: #154 93% exposure, 44 km/hr windspeed
Sector: #154 13% exposure, 41 km/hr windspeed
Sector: #154 31% exposure, 54 km/hr windspeed
Sector: #154 61% exposure, 27 km/hr windspeed
Sector: #154 20% exposure, 8 km/hr windspeed
Sector: #155 21% exposure, 6 km/hr windspeed
Sector: #155 5% exposure, 33 km/hr windspeed
Sector: #155 4% exposure, 22 km/hr windspeed
Sector: #155 29% exposure, 35 km/hr windspeed
Sector: #155 51% exposure, 36 km/hr windspeed
Sector: #155 84% exposure, 15 km/hr windspeed
Sector: #155 81% exposure, 30 km/hr windspeed
Sector: #155 90% exposure, 40 km/hr windspeed
Sector: #155 44% exposure, 4 km/hr windspeed
Sector: #155 44% exposure, 31 km/hr windspeed
Sector: #155 10% exposure, 36 km/hr windspeed
Sector: #155 21% exposure, 12 km/hr windspeed
Sector: #155 78% exposure, 47 km/hr windspeed
Sector: #155 88% exposure, 30 km/hr windspeed
Sector: #155 57% exposure, 17 km/hr windspeed
Sector: #155 23% exposure, 57 km/hr windspeed
Sector: #155 74% exposure, 58 km/hr windspeed
Sector: #155 5% exposure, 44 km/hr windspeed
Sector: #155 35% exposure, 32 km/hr windspeed
Sector: #156 58% exposure, 59 km/hr windspeed
Sector: #156 76% exposure, 52 km/hr windspeed
Sector: #156 44% exposure, 28 km/hr windspeed
Sector: #156 55% exposure, 46 km/hr windspeed
Sector: #156 11% exposure, 23 km/hr windspeed
Sector: #156 61% exposure, 36 km/hr windspeed
Sector: #156 97% exposure, 10 km/hr windspeed
Sector: #156 13% exposure, 56 km/hr windspeed
Sector: #156 53% exposure, 31 km/hr windspeed
Sector: #156 76% exposure, 36 km/hr windspeed
Sector: #156 37% exposure, 2 km/hr windspeed
Sector: #156 98% exposure, 28 km/hr windspeed
Sector: #156 16% exposure, 22 km/hr windspeed
Sector: #156 27% exposure, 29 km/hr windspeed
Sector: #156 67% exposure, 12 km/hr windspeed
Sector: #156 79% exposure, 19 km/hr windspeed
Sector: #156 43% exposure, 27 km/hr windspeed
Sector: #156 40% exposure, 39 km/hr windspeed
Sector: #156 100% exposure, 46 km/hr windspeed
Sector: #156 49% exposure, 38 km/hr windspeed
Sector: #156 53% exposure, 12 km/hr windspeed
Sector: #156 50% exposure, 10 km/hr windspeed
Sector: #157 46% exposure, 63 km/hr windspeed
Sector: #157 13% exposure, 51 km/hr windspeed
Sector: #157 47% exposure, 35 km/hr windspeed
Sector: #157 28% exposure, 20 km/hr windspeed
Sector: #157 55% exposure, 13 km/hr windspeed
Sector: #157 37% exposure, 48 km/hr windspeed
Sector: #157 7% exposure, 18 km/hr windspeed
Sector: #157 96% exposure, 3 km/hr windspeed
Sector: #157 2% exposure, 12 km/hr windspeed
Sector: #157 84% exposure, 57 km/hr windspeed
Sector: #157 69% exposure, 22 km/hr windspeed
Sector: #157 95% exposure, 19 km/hr windspeed
Sector: #157 17% exposure, 29 km/hr windspeed
Sector: #157 21% exposure, 51 km/hr windspeed
Sector: #157 29% exposure, 22 km/hr windspeed
Sector: #157 57% exposure, 34 km/hr windspeed
Sector: #157 88% exposure, 17 km/hr windspeed
Sector: #157 89% exposure, 4 km/hr windspeed
Sector: #157 41% exposure, 16 km/hr windspeed
Sector: #157 14% exposure, 57 km/hr windspeed
Sector: #158 58% exposure, 61 km/hr windspeed
Sector: #158 39% exposure, 28 km/hr windspeed
Sector: #158 58% exposure, 25 km/hr windspeed
Sector: #158 93% exposure, 55 km/hr windspeed
Sector: #158 43% exposure, 28 km/hr windspeed
Sector: #158 11% exposure, 44 km/hr windspeed
Sector: #158 74% exposure, 65 km/hr windspeed
Sector: #158 24% exposure, 50 km/hr windspeed
Sector: #158 5% exposure, 11 km/hr windspeed
Sector: #158 21% exposure, 26 km/hr windspeed
Sector: #158 71% exposure, 49 km/hr windspeed
Sector: #158 41% exposure, 19 km/hr windspeed
Sector: #158 83% exposure, 22 km/hr windspeed
Sector: #158 8% exposure, 36 km/hr windspeed
Sector: #158 77% exposure, 44 km/hr windspeed
Sector: #158 90% exposure, 58 km/hr windspeed
Sector: #158 18% exposure, 31 km/hr windspeed
Sector: #158 3% exposure, 11 km/hr windspeed
Sector: #158 77% exposure, 45 km/hr windspeed
Sector: #158 75% exposure, 29 km/hr windspeed
Sector: #158 46% exposure, 14 km/hr windspeed
Sector: #158 37% exposure, 10 km/hr windspeed
Sector: #158 52% exposure, 29 km/hr windspeed
Sector: #158 25% exposure, 10 km/hr windspeed
Sector: #158 33% exposure, 23 km/hr windspeed
Sector: #159 8% exposure, 20 km/hr windspeed
Sector: #159 79% exposure, 38 km/hr windspeed
Sector: #159 31% exposure, 3 km/hr windspeed
Sector: #159 8% exposure, 57 km/hr windspeed
Sector: #159 79% exposure, 23 km/hr windspeed
Sector: #159 57% exposure, 10 km/hr windspeed
Sector: #159 75% exposure, 13 km/hr windspeed
Sector: #159 41% exposure, 17 km/hr windspeed
Sector: #159 74% exposure, 54 km/hr windspeed
Sector: #159 34% exposure, 26 km/hr windspeed
Sector: #159 34% exposure, 45 km/hr windspeed
Sector: #160 45% exposure, 4 km/hr windspeed
Sector: #160 36% exposure, 29 km/hr windspeed
Sector: #160 81% exposure, 18 km/hr windspeed
Sector: #160 52% exposure, 42 km/hr windspeed
Sector: #160 85% exposure, 61 km/hr windspeed
Sector: #160 93% exposure, 9 km/hr windspeed
Sector: #160 44% exposure, 42 km/hr windspeed
Sector: #160 12% exposure, 7 km/hr windspeed
Sector: #160 80% exposure, 17 km/hr windspeed
Sector: #160 8% exposure, 26 km/hr windspeed
Sector: #160 29% exposure, 15 km/hr windspeed
Sector: #160 46% exposure, 8 km/hr windspeed
Sector: #160 62% exposure, 35 km/hr windspeed
Sector: #160 56% exposure, 39 km/hr windspeed
Sector: #160 74% exposure, 24 km/hr windspeed
Sector: #160 49% exposure, 24 km/hr windspeed
Sector: #160 46% exposure, 26 km/hr windspeed
Sector: #160 51% exposure, 43 km/hr windspeed
Sector: #161 7% exposure, 41 km/hr windspeed
Sector: #161 36% exposure, 4 km/hr windspeed
Sector: #161 30% exposure, 26 km/hr windspeed
Sector: #161 33% exposure, 41 km/hr windspeed
Sector: #161 14% exposure, 5 km/hr windspeed
Sector: #161 3% exposure, 5 km/hr windspeed
Sector: #161 9% exposure, 35 km/hr windspeed
Sector: #161 83% exposure, 14 km/hr windspeed
Sector: #161 25% exposure, 19 km/hr windspeed
Sector: #161 78% exposure, 8 km/hr windspeed
Sector: #161 9% exposure, 41 km/hr windspeed
Sector: #161 95% exposure, 53 km/hr windspeed
Sector: #161 4% exposure, 32 km/hr windspeed
Sector: #161 32% exposure, 28 km/hr windspeed
Sector: #161 24% exposure, 2 km/hr windspeed
Sector: #161 12% exposure, 17 km/hr windspeed
Sector: #161 67% exposure, 8 km/hr windspeed
Sector: #161 87% exposure, 11 km/hr windspeed
Sector: #161 10% exposure, 23 km/hr windspeed
Sector: #161 94% exposure, 23 km/hr windspeed
Sector: #161 1% exposure, 24 km/hr windspeed
Sector: #161 8% exposure, 70 km/hr windspeed
Sector: #162 1% exposure, 50 km/hr windspeed
Sector: #162 1% exposure, 15 km/hr windspeed
Sector: #162 75% exposure, 21 km/hr windspeed
Sector: #162 6% exposure, 10 km/hr windspeed
Sector: #162 6% exposure, 24 km/hr windspeed
Sector: #162 23% exposure, 31 km/hr windspeed
Sector: #162 32% exposure, 46 km/hr windspeed
Sector: #162 64% exposure, 2 km/hr windspeed
Sector: #162 12% exposure, 17 km/hr windspeed
Sector: #162 81% exposure, 33 km/hr windspeed
Sector: #162 57% exposure, 18 km/hr windspeed
Sector: #162 42% exposure, 14 km/hr windspeed
Sector: #162 31% exposure, 13 km/hr windspeed
Sector: #162 26% exposure, 18 km/hr windspeed
Sector: #162 23% exposure, 17 km/hr windspeed
Sector: #162 71% exposure, 28 km/hr windspeed
Sector: #162 52% exposure, 23 km/hr windspeed
Sector: #162 6% exposure, 28 km/hr windspeed
Sector: #162 59% exposure, 34 km/hr windspeed
Sector: #162 83% exposure, 60 km/hr windspeed
Sector: #162 47% exposure, 25 km/hr windspeed
Sector: #162 11% exposure, 4 km/hr windspeed
Sector: #162 65% exposure, 24 km/hr windspeed
Sector: #162 98% exposure, 28 km/hr windspeed
Sector: #162 94% exposure, 7 km/hr windspeed
Sector: #162 90% exposure, 27 km/hr windspeed
Sector: #162 65% exposure, 39 km/hr windspeed
Sector: #163 35% exposure, 33 km/hr windspeed
Sector: #163 27% exposure, 33 km/hr windspeed
Sector: #163 73% exposure, 38 km/hr windspeed
Sector: #163 34% exposure, 18 km/hr windspeed
Sector: #163 6% exposure, 8 km/hr windspeed
Sector: #163 31% exposure, 64 km/hr windspeed
Sector: #163 62% exposure, 10 km/hr windspeed
Sector: #163 59% exposure, 9 km/hr windspeed
Sector: #163 76% exposure, 46 km/hr windspeed
Sector: #163 19% exposure, 34 km/hr windspeed
Sector: #163 41% exposure, 15 km/hr windspeed
Sector: #163 22% exposure, 28 km/hr windspeed
Sector: #163 57% exposure, 19 km/hr windspeed
Sector: #163 32% exposure, 45 km/hr windspeed
Sector: #163 32% exposure, 5 km/hr windspeed
Sector: #163 21% exposure, 9 km/hr windspeed
Sector: #163 66% exposure, 35 km/hr windspeed
Sector: #163 97% exposure, 45 km/hr windspeed
Sector: #163 17% exposure, 27 km/hr windspeed
Sector: #163 23% exposure, 43 km/hr windspeed
Sector: #163 10% exposure, 15 km/hr windspeed
Sector: #163 83% exposure, 24 km/hr windspeed
Sector: #163 9% exposure, 42 km/hr windspeed
Sector: #164 73% exposure, 35 km/hr windspeed
Sector: #164 99% exposure, 17 km/hr windspeed
Sector: #164 92% exposure, 57 km/hr windspeed
Sector: #164 93% exposure, 23 km/hr windspeed
Sector: #164 94% exposure, 20 km/hr windspeed
Sector: #164 33% exposure, 32 km/hr windspeed
Sector: #164 95% exposure, 16 km/hr windspeed
Sector: #164 13% exposure, 33 km/hr windspeed
Sector: #164 33% exposure, 34 km/hr windspeed
Sector: #164 92% exposure, 31 km/hr windspeed
Sector: #164 78% exposure, 37 km/hr windspeed
Sector: #164 49% exposure, 20 km/hr windspeed
Sector: #164 61% exposure, 16 km/hr windspeed
Sector: #164 95% exposure, 20 km/hr windspeed
Sector: #164 61% exposure, 23 km/hr windspeed
Sector: #164 23% exposure, 27 km/hr windspeed
Sector: #164 40% exposure, 14 km/hr windspeed
Sector: #164 7% exposure, 21 km/hr windspeed
Sector: #164 14% exposure, 8 km/hr windspeed
Sector: #164 24% exposure, 12 km/hr windspeed
Sector: #164 66% exposure, 49 km/hr windspeed
Sector: #164 49% exposure, 54 km/hr windspeed
Sector: #164 36% exposure, 8 km/hr windspeed
Sector: #164 40% exposure, 11 km/hr windspeed
Sector: #165 48% exposure, 27 km/hr windspeed
Sector: #165 49% exposure, 60 km/hr windspeed
Sector: #165 89% exposure, 19 km/hr windspeed
Sector: #165 56% exposure, 26 km/hr windspeed
Sector: #165 47% exposure, 16 km/hr windspeed
Sector: #165 96% exposure, 26 km/hr windspeed
Sector: #165 71% exposure, 18 km/hr windspeed
Sector: #165 80% exposure, 57 km/hr windspeed
Sector: #165 11% exposure, 19 km/hr windspeed
Sector: #165 9% exposure, 35 km/hr windspeed
Sector: #165 66% exposure, 46 km/hr windspeed
Sector: #165 44% exposure, 6 km/hr windspeed
Sector: #165 43% exposure, 3 km/hr windspeed
Sector: #165 53% exposure, 16 km/hr windspeed
Sector: #165 88% exposure, 18 km/hr windspeed
Sector: #165 25% exposure, 37 km/hr windspeed
Sector: #165 75% exposure, 45 km/hr windspeed
Sector: #165 86% exposure, 5 km/hr windspeed
Sector: #165 5% exposure, 17 km/hr windspeed
Sector: #165 2% exposure, 20 km/hr windspeed
Sector: #166 11% exposure, 8 km/hr windspeed
Sector: #166 98% exposure, 36 km/hr windspeed
Sector: #166 10% exposure, 9 km/hr windspeed
Sector: #166 26% exposure, 15 km/hr windspeed
Sector: #166 43% exposure, 12 km/hr windspeed
Sector: #166 80% exposure, 41 km/hr windspeed
Sector: #166 73% exposure, 47 km/hr windspeed
Sector: #166 28% exposure, 6 km/hr windspeed
Sector: #166 45% exposure, 25 km/hr windspeed
Sector: #166 69% exposure, 50 km/hr windspeed
Sector: #166 43% exposure, 24 km/hr windspeed
Sector: #166 51% exposure, 49 km/hr windspeed
Sector: #166 80% exposure, 27 km/hr windspeed
Sector: #166 73% exposure, 5 km/hr windspeed
Sector: #166 79% exposure, 8 km/hr windspeed
Sector: #166 1% exposure, 34 km/hr windspeed
Sector: #166 37% exposure, 60 km/hr windspeed
Sector: #166 50% exposure, 59 km/hr windspeed
Sector: #166 21% exposure, 55 km/hr windspeed
Sector: #166 45% exposure, 21 km/hr windspeed
Sector: #166 76% exposure, 45 km/hr windspeed
Sector: #166 9% exposure, 33 km/hr windspeed
Sector: #167 38% exposure, 19 km/hr windspeed
Sector: #167 15% exposure, 50 km/hr windspeed
Sector: #167 92% exposure, 33 km/hr windspeed
Sector: #167 62% exposure, 34 km/hr windspeed
Sector: #167 71% exposure, 12 km/hr windspeed
Sector: #167 49% exposure, 36 km/hr windspeed
Sector: #167 72% exposure, 47 km/hr windspeed
Sector: #167 86% exposure, 37 km/hr windspeed
Sector: #167 30% exposure, 19 km/hr windspeed
Sector: #167 87% exposure, 28 km/hr windspeed
Sector: #167 84% exposure, 31 km/hr windspeed
Sector: #167 1% exposure, 7 km/hr windspeed
Sector: #167 17% exposure, 16 km/hr windspeed
Sector: #167 37% exposure, 28 km/hr windspeed
Sector: #167 13% exposure, 18 km/hr windspeed
Sector: #167 72% exposure, 15 km/hr windspeed
Sector: #167 14% exposure, 51 km/hr windspeed
Sector: #167 1% exposure, 16 km/hr windspeed
Sector: #167 46% exposure, 59 km/hr windspeed
Sector: #167 17% exposure, 51 km/hr windspeed
Sector: #167 94% exposure, 51 km/hr windspeed
Sector: #167 86% exposure, 15 km/hr windspeed
Sector: #167 14% exposure, 25 km/hr windspeed
Sector: #167 17% exposure, 36 km/hr windspeed
Sector: #167 92% exposure, 29 km/hr windspeed
Sector: #167 22% exposure, 21 km/hr windspeed
Sector: #167 61% exposure, 39 km/hr windspeed
Sector: #167 41% exposure, 44 km/hr windspeed
Sector: #168 20% exposure, 3 km/hr windspeed
Sector: #168 9% exposure, 42 km/hr windspeed
Sector: #168 41% exposure, 7 km/hr windspeed
Sector: #168 31% exposure, 55 km/hr windspeed
Sector: #168 71% exposure, 32 km/hr windspeed
Sector: #168 21% exposure, 24 km/hr windspeed
Sector: #168 31% exposure, 5 km/hr windspeed
Sector: #168 37% exposure, 22 km/hr windspeed
Sector: #168 42% exposure, 55 km/hr windspeed
Sector: #168 93% exposure, 64 km/hr windspeed
Sector: #168 38% exposure, 30 km/hr windspeed
Sector: #168 91% exposure, 43 km/hr windspeed
Sector: #168 21% exposure, 53 km/hr windspeed
Sector: #168 93% exposure, 24 km/hr windspeed
Sector: #168 78% exposure, 29 km/hr windspeed
Sector: #168 8% exposure, 27 km/hr windspeed
Sector: #169 86% exposure, 19 km/hr windspeed
Sector: #169 62% exposure, 33 km/hr windspeed
Sector: #169 77% exposure, 4 km/hr windspeed
Sector: #169 1% exposure, 38 km/hr windspeed
Sector: #169 54% exposure, 27 km/hr windspeed
Sector: #169 61% exposure, 16 km/hr windspeed
Sector: #169 75% exposure, 8 km/hr windspeed
Sector: #169 77% exposure, 19 km/hr windspeed
Sector: #169 17% exposure, 4 km/hr windspeed
Sector: #169 11% exposure, 15 km/hr windspeed
Sector: #169 7% exposure, 16 km/hr windspeed
Sector: #169 54% exposure, 22 km/hr windspeed
Sector: #169 44% exposure, 26 km/hr windspeed
Sector: #169 31% exposure, 9 km/hr windspeed
Sector: #169 46% exposure, 20 km/hr windspeed
Sector: #169 90% exposure, 42 km/hr windspeed
Sector: #169 20% exposure, 44 km/hr windspeed
Sector: #169 50% exposure, 41 km/hr windspeed
Sector: #169 2% exposure, 52 km/hr windspeed
Sector: #169 43% exposure, 55 km/hr windspeed
Sector: #169 21% exposure, 13 km/hr windspeed
Sector: #169 23% exposure, 40 km/hr windspeed
Sector: #169 22% exposure, 18 km/hr windspeed
Sector: #169 29% exposure, 2 km/hr windspeed
Sector: #169 42% exposure, 50 km/hr windspeed
Sector: #169 35% exposure, 30 km/hr windspeed
Sector: #169 18% exposure, 48 km/hr windspeed
Sector: #169 4% exposure, 66 km/hr windspeed
Sector: #171 39% exposure, 11 km/hr windspeed
Sector: #171 15% exposure, 3 km/hr windspeed
Sector: #171 41% exposure, 44 km/hr windspeed
Sector: #171 60% exposure, 13 km/hr windspeed
Sector: #171 6% exposure, 14 km/hr windspeed
Sector: #171 36% exposure, 3 km/hr windspeed
Sector: #171 19% exposure, 39 km/hr windspeed
Sector: #171 71% exposure, 19 km/hr windspeed
Sector: #171 6% exposure, 54 km/hr windspeed
Sector: #171 90% exposure, 55 km/hr windspeed
Sector: #171 78% exposure, 45 km/hr windspeed
Sector: #171 13% exposure, 19 km/hr windspeed
Sector: #171 5% exposure, 15 km/hr windspeed
Sector: #171 22% exposure, 11 km/hr windspeed
Sector: #171 41% exposure, 30 km/hr windspeed
Sector: #171 3% exposure, 48 km/hr windspeed
Sector: #171 78% exposure, 46 km/hr windspeed
Sector: #171 89% exposure, 35 km/hr windspeed
Sector: #171 36% exposure, 49 km/hr windspeed
Sector: #171 72% exposure, 13 km/hr windspeed
Sector: #171 3% exposure, 45 km/hr windspeed
Sector: #172 67% exposure, 19 km/hr windspeed
Sector: #172 68% exposure, 50 km/hr windspeed
Sector: #172 90% exposure, 16 km/hr windspeed
Sector: #172 85% exposure, 23 km/hr windspeed
Sector: #172 89% exposure, 10 km/hr windspeed
Sector: #172 83% exposure, 13 km/hr windspeed
Sector: #172 14% exposure, 39 km/hr windspeed
Sector: #172 34% exposure, 16 km/hr windspeed
Sector: #172 48% exposure, 44 km/hr windspeed
Sector: #172 92% exposure, 69 km/hr windspeed
Sector: #172 67% exposure, 44 km/hr windspeed
Sector: #172 81% exposure, 42 km/hr windspeed
Sector: #172 1% exposure, 6 km/hr windspeed
Sector: #172 100% exposure, 33 km/hr windspeed
Sector: #172 83% exposure, 3 km/hr windspeed
Sector: #173 76% exposure, 53 km/hr windspeed
Sector: #173 85% exposure, 47 km/hr windspeed
Sector: #173 72% exposure, 51 km/hr windspeed
Sector: #173 56% exposure, 49 km/hr windspeed
Sector: #173 97% exposure, 21 km/hr windspeed
Sector: #173 81% exposure, 56 km/hr windspeed
Sector: #173 29% exposure, 3 km/hr windspeed
Sector: #173 26% exposure, 15 km/hr windspeed
Sector: #173 93% exposure, 23 km/hr windspeed
Sector: #173 97% exposure, 42 km/hr windspeed
Sector: #173 3% exposure, 32 km/hr windspeed
Sector: #173 10% exposure, 33 km/hr windspeed
Sector: #173 14% exposure, 21 km/hr windspeed
Sector: #173 90% exposure, 30 km/hr windspeed
Sector: #173 74% exposure, 8 km/hr windspeed
Sector: #173 17% exposure, 19 km/hr windspeed
Sector: #173 66% exposure, 34 km/hr windspeed
Sector: #173 72% exposure, 32 km/hr windspeed
Sector: #173 43% exposure, 21 km/hr windspeed
Sector: #173 82% exposure, 51 km/hr windspeed
Sector: #173 70% exposure, 9 km/hr windspeed
Sector: #173 24% exposure, 27 km/hr windspeed
Sector: #173 70% exposure, 25 km/hr windspeed
Sector: #173 60% exposure, 20 km/hr windspeed
Sector: #173 72% exposure, 37 km/hr windspeed
Sector: #174 22% exposure, 6 km/hr windspeed
Sector: #174 46% exposure, 24 km/hr windspeed
Sector: #174 47% exposure, 45 km/hr windspeed
Sector: #174 92% exposure, 38 km/hr windspeed
Sector: #174 55% exposure, 27 km/hr windspeed
Sector: #174 53% exposure, 32 km/hr windspeed
Sector: #174 83% exposure, 50 km/hr windspeed
Sector: #174 32% exposure, 25 km/hr windspeed
Sector: #174 40% exposure, 19 km/hr windspeed
Sector: #174 72% exposure, 25 km/hr windspeed
Sector: #174 95% exposure, 29 km/hr windspeed
Sector: #174 21% exposure, 40 km/hr windspeed
Sector: #174 54% exposure, 47 km/hr windspeed
Sector: #174 50% exposure, 2 km/hr windspeed
Sector: #174 3% exposure, 2 km/hr windspeed
Sector: #174 4% exposure, 24 km/hr windspeed
Sector: #174 81% exposure, 17 km/hr windspeed
Sector: #174 59% exposure, 39 km/hr windspeed
Sector: #174 47% exposure, 32 km/hr windspeed
Sector: #175 32% exposure, 30 km/hr windspeed
Sector: #175 53% exposure, 30 km/hr windspeed
Sector: #175 2% exposure, 48 km/hr windspeed
Sector: #175 18% exposure, 37 km/hr windspeed
Sector: #175 56% exposure, 32 km/hr windspeed
Sector: #175 93% exposure, 53 km/hr windspeed
Sector: #175 32% exposure, 47 km/hr windspeed
Sector: #175 69% exposure, 39 km/hr windspeed
Sector: #175 72% exposure, 49 km/hr windspeed
Sector: #175 26% exposure, 6 km/hr windspeed
Sector: #175 87% exposure, 22 km/hr windspeed
Sector: #175 34% exposure, 10 km/hr windspeed
Sector: #175 85% exposure, 10 km/hr windspeed
